=== MESSAGE QUEUE PROCESSING LOG ===

[2026-04-05 10:21:29.961] Queue: analytics-queue | Message ID: MSG-408653 | Status: PROCESSED | Size: 163 KB | Processing Time: 2189 ms
[2026-04-05 10:21:30.123] Queue: notifications-queue | Message ID: MSG-849027 | Status: RETRY | Size: 310 KB | Processing Time: 1629 ms
[2026-04-05 10:21:30.123] Queue: reports-queue | Message ID: MSG-103481 | Status: PROCESSED | Size: 67 KB | Processing Time: 474 ms
[2026-04-05 10:21:30.123] Queue: exports-queue | Message ID: MSG-997194 | Status: PROCESSED | Size: 176 KB | Processing Time: 4922 ms
[2026-04-05 10:21:30.123] Queue: analytics-queue | Message ID: MSG-563209 | Status: PENDING | Size: 196 KB | Processing Time: 381 ms
[2026-04-05 10:21:30.123] Queue: exports-queue | Message ID: MSG-789826 | Status: PENDING | Size: 125 KB | Processing Time: 814 ms
[2026-04-05 10:21:30.124] Queue: notifications-queue | Message ID: MSG-506646 | Status: PENDING | Size: 116 KB | Processing Time: 2713 ms
[2026-04-05 10:21:30.124] Queue: reports-queue | Message ID: MSG-324306 | Status: PENDING | Size: 45 KB | Processing Time: 4877 ms
[2026-04-05 10:21:30.124] Queue: analytics-queue | Message ID: MSG-501094 | Status: PENDING | Size: 464 KB | Processing Time: 3312 ms
[2026-04-05 10:21:30.124] Queue: exports-queue | Message ID: MSG-825183 | Status: RETRY | Size: 40 KB | Processing Time: 326 ms
[2026-04-05 10:21:30.124] Queue: notifications-queue | Message ID: MSG-957078 | Status: RETRY | Size: 96 KB | Processing Time: 2128 ms
[2026-04-05 10:21:30.124] Queue: orders-queue | Message ID: MSG-877362 | Status: PENDING | Size: 206 KB | Processing Time: 4487 ms
[2026-04-05 10:21:30.137] Queue: notifications-queue | Message ID: MSG-232700 | Status: FAILED | Size: 356 KB | Processing Time: 481 ms
[2026-04-05 10:21:30.138] Queue: reports-queue | Message ID: MSG-676834 | Status: PENDING | Size: 217 KB | Processing Time: 4682 ms
[2026-04-05 10:21:30.138] Queue: orders-queue | Message ID: MSG-874188 | Status: PENDING | Size: 167 KB | Processing Time: 1782 ms
[2026-04-05 10:21:30.138] Queue: analytics-queue | Message ID: MSG-897067 | Status: RETRY | Size: 34 KB | Processing Time: 64 ms
[2026-04-05 10:21:30.138] Queue: notifications-queue | Message ID: MSG-360833 | Status: PROCESSED | Size: 333 KB | Processing Time: 4535 ms
[2026-04-05 10:21:30.138] Queue: orders-queue | Message ID: MSG-108683 | Status: PROCESSED | Size: 215 KB | Processing Time: 447 ms
[2026-04-05 10:21:30.138] Queue: analytics-queue | Message ID: MSG-568563 | Status: FAILED | Size: 214 KB | Processing Time: 4439 ms
[2026-04-05 10:21:30.138] Queue: notifications-queue | Message ID: MSG-975999 | Status: PENDING | Size: 12 KB | Processing Time: 4800 ms
[2026-04-05 10:21:30.138] Queue: analytics-queue | Message ID: MSG-749058 | Status: PENDING | Size: 144 KB | Processing Time: 4012 ms
[2026-04-05 10:21:30.138] Queue: analytics-queue | Message ID: MSG-245186 | Status: FAILED | Size: 332 KB | Processing Time: 1697 ms
[2026-04-05 10:21:30.138] Queue: exports-queue | Message ID: MSG-208191 | Status: PENDING | Size: 250 KB | Processing Time: 2450 ms
[2026-04-05 10:21:30.138] Queue: exports-queue | Message ID: MSG-744346 | Status: PENDING | Size: 461 KB | Processing Time: 321 ms
[2026-04-05 10:21:30.138] Queue: exports-queue | Message ID: MSG-923420 | Status: FAILED | Size: 341 KB | Processing Time: 3294 ms
[2026-04-05 10:21:30.139] Queue: exports-queue | Message ID: MSG-664684 | Status: RETRY | Size: 475 KB | Processing Time: 2990 ms
[2026-04-05 10:21:30.139] Queue: reports-queue | Message ID: MSG-260559 | Status: PROCESSED | Size: 138 KB | Processing Time: 3716 ms
[2026-04-05 10:21:30.139] Queue: reports-queue | Message ID: MSG-772363 | Status: RETRY | Size: 284 KB | Processing Time: 3360 ms
[2026-04-05 10:21:30.139] Queue: analytics-queue | Message ID: MSG-967589 | Status: PROCESSED | Size: 433 KB | Processing Time: 898 ms
[2026-04-05 10:21:30.139] Queue: exports-queue | Message ID: MSG-150707 | Status: PROCESSED | Size: 379 KB | Processing Time: 2684 ms
[2026-04-05 10:21:30.139] Queue: orders-queue | Message ID: MSG-876120 | Status: RETRY | Size: 408 KB | Processing Time: 4326 ms
[2026-04-05 10:21:30.139] Queue: reports-queue | Message ID: MSG-402625 | Status: PROCESSED | Size: 367 KB | Processing Time: 1060 ms
[2026-04-05 10:21:30.139] Queue: analytics-queue | Message ID: MSG-121972 | Status: PROCESSED | Size: 238 KB | Processing Time: 1951 ms
[2026-04-05 10:21:30.139] Queue: reports-queue | Message ID: MSG-354692 | Status: FAILED | Size: 372 KB | Processing Time: 2965 ms
[2026-04-05 10:21:30.139] Queue: reports-queue | Message ID: MSG-927645 | Status: PROCESSED | Size: 141 KB | Processing Time: 1155 ms
[2026-04-05 10:21:30.139] Queue: reports-queue | Message ID: MSG-707958 | Status: PROCESSED | Size: 47 KB | Processing Time: 148 ms
[2026-04-05 10:21:30.139] Queue: analytics-queue | Message ID: MSG-531300 | Status: RETRY | Size: 213 KB | Processing Time: 4608 ms
[2026-04-05 10:21:30.140] Queue: exports-queue | Message ID: MSG-265486 | Status: PENDING | Size: 414 KB | Processing Time: 21 ms
[2026-04-05 10:21:30.140] Queue: orders-queue | Message ID: MSG-963832 | Status: PENDING | Size: 450 KB | Processing Time: 2508 ms
[2026-04-05 10:21:30.140] Queue: reports-queue | Message ID: MSG-637365 | Status: PROCESSED | Size: 52 KB | Processing Time: 4810 ms
[2026-04-05 10:21:30.140] Queue: orders-queue | Message ID: MSG-735413 | Status: RETRY | Size: 184 KB | Processing Time: 2200 ms
[2026-04-05 10:21:30.140] Queue: exports-queue | Message ID: MSG-506957 | Status: PROCESSED | Size: 364 KB | Processing Time: 3848 ms
[2026-04-05 10:21:30.140] Queue: notifications-queue | Message ID: MSG-510585 | Status: PENDING | Size: 327 KB | Processing Time: 2026 ms
[2026-04-05 10:21:30.140] Queue: analytics-queue | Message ID: MSG-385272 | Status: RETRY | Size: 201 KB | Processing Time: 1733 ms
[2026-04-05 10:21:30.140] Queue: analytics-queue | Message ID: MSG-768954 | Status: PENDING | Size: 256 KB | Processing Time: 4250 ms
[2026-04-05 10:21:30.140] Queue: exports-queue | Message ID: MSG-609599 | Status: PENDING | Size: 259 KB | Processing Time: 581 ms
[2026-04-05 10:21:30.140] Queue: notifications-queue | Message ID: MSG-619502 | Status: PENDING | Size: 59 KB | Processing Time: 4072 ms
[2026-04-05 10:21:30.140] Queue: notifications-queue | Message ID: MSG-639987 | Status: PROCESSED | Size: 237 KB | Processing Time: 4212 ms
[2026-04-05 10:21:30.140] Queue: notifications-queue | Message ID: MSG-803029 | Status: RETRY | Size: 488 KB | Processing Time: 4684 ms
[2026-04-05 10:21:30.140] Queue: orders-queue | Message ID: MSG-674706 | Status: PENDING | Size: 71 KB | Processing Time: 3609 ms
[2026-04-05 10:21:30.140] Queue: notifications-queue | Message ID: MSG-957834 | Status: RETRY | Size: 243 KB | Processing Time: 2985 ms
[2026-04-05 10:21:30.140] Queue: orders-queue | Message ID: MSG-786834 | Status: RETRY | Size: 160 KB | Processing Time: 3128 ms
[2026-04-05 10:21:30.140] Queue: analytics-queue | Message ID: MSG-559981 | Status: RETRY | Size: 246 KB | Processing Time: 281 ms
[2026-04-05 10:21:30.140] Queue: notifications-queue | Message ID: MSG-221634 | Status: FAILED | Size: 2 KB | Processing Time: 3742 ms
[2026-04-05 10:21:30.153] Queue: exports-queue | Message ID: MSG-614478 | Status: RETRY | Size: 137 KB | Processing Time: 4238 ms
[2026-04-05 10:21:30.153] Queue: exports-queue | Message ID: MSG-998469 | Status: PROCESSED | Size: 295 KB | Processing Time: 3064 ms
[2026-04-05 10:21:30.153] Queue: analytics-queue | Message ID: MSG-482062 | Status: RETRY | Size: 316 KB | Processing Time: 4166 ms
[2026-04-05 10:21:30.153] Queue: orders-queue | Message ID: MSG-269687 | Status: PENDING | Size: 221 KB | Processing Time: 1252 ms
[2026-04-05 10:21:30.153] Queue: orders-queue | Message ID: MSG-828324 | Status: RETRY | Size: 177 KB | Processing Time: 4252 ms
[2026-04-05 10:21:30.153] Queue: reports-queue | Message ID: MSG-403644 | Status: RETRY | Size: 168 KB | Processing Time: 2424 ms
[2026-04-05 10:21:30.153] Queue: exports-queue | Message ID: MSG-948677 | Status: FAILED | Size: 141 KB | Processing Time: 1580 ms
[2026-04-05 10:21:30.154] Queue: exports-queue | Message ID: MSG-803006 | Status: RETRY | Size: 437 KB | Processing Time: 55 ms
[2026-04-05 10:21:30.154] Queue: notifications-queue | Message ID: MSG-865706 | Status: FAILED | Size: 41 KB | Processing Time: 991 ms
[2026-04-05 10:21:30.154] Queue: reports-queue | Message ID: MSG-800936 | Status: PROCESSED | Size: 497 KB | Processing Time: 1783 ms
[2026-04-05 10:21:30.154] Queue: reports-queue | Message ID: MSG-799250 | Status: PROCESSED | Size: 171 KB | Processing Time: 2919 ms
[2026-04-05 10:21:30.154] Queue: reports-queue | Message ID: MSG-771544 | Status: PROCESSED | Size: 488 KB | Processing Time: 2182 ms
[2026-04-05 10:21:30.154] Queue: analytics-queue | Message ID: MSG-221424 | Status: FAILED | Size: 101 KB | Processing Time: 4454 ms
[2026-04-05 10:21:30.154] Queue: reports-queue | Message ID: MSG-268182 | Status: FAILED | Size: 227 KB | Processing Time: 1112 ms
[2026-04-05 10:21:30.154] Queue: reports-queue | Message ID: MSG-199406 | Status: PROCESSED | Size: 15 KB | Processing Time: 1001 ms
[2026-04-05 10:21:30.154] Queue: notifications-queue | Message ID: MSG-618950 | Status: FAILED | Size: 455 KB | Processing Time: 1367 ms
[2026-04-05 10:21:30.154] Queue: notifications-queue | Message ID: MSG-527730 | Status: PENDING | Size: 150 KB | Processing Time: 3080 ms
[2026-04-05 10:21:30.154] Queue: notifications-queue | Message ID: MSG-800720 | Status: PROCESSED | Size: 291 KB | Processing Time: 2319 ms
[2026-04-05 10:21:30.154] Queue: exports-queue | Message ID: MSG-545183 | Status: FAILED | Size: 300 KB | Processing Time: 4193 ms
[2026-04-05 10:21:30.155] Queue: reports-queue | Message ID: MSG-853154 | Status: FAILED | Size: 2 KB | Processing Time: 915 ms
[2026-04-05 10:21:30.155] Queue: exports-queue | Message ID: MSG-148882 | Status: RETRY | Size: 483 KB | Processing Time: 1334 ms
[2026-04-05 10:21:30.155] Queue: orders-queue | Message ID: MSG-322310 | Status: PENDING | Size: 451 KB | Processing Time: 762 ms
[2026-04-05 10:21:30.155] Queue: orders-queue | Message ID: MSG-469840 | Status: PROCESSED | Size: 23 KB | Processing Time: 3888 ms
[2026-04-05 10:21:30.155] Queue: analytics-queue | Message ID: MSG-741915 | Status: PENDING | Size: 41 KB | Processing Time: 4756 ms
[2026-04-05 10:21:30.155] Queue: reports-queue | Message ID: MSG-302353 | Status: RETRY | Size: 39 KB | Processing Time: 4717 ms
[2026-04-05 10:21:30.155] Queue: analytics-queue | Message ID: MSG-324757 | Status: RETRY | Size: 317 KB | Processing Time: 1445 ms
[2026-04-05 10:21:30.155] Queue: notifications-queue | Message ID: MSG-854276 | Status: PROCESSED | Size: 277 KB | Processing Time: 2488 ms
[2026-04-05 10:21:30.155] Queue: orders-queue | Message ID: MSG-714081 | Status: RETRY | Size: 194 KB | Processing Time: 997 ms
[2026-04-05 10:21:30.155] Queue: orders-queue | Message ID: MSG-733495 | Status: PENDING | Size: 223 KB | Processing Time: 3537 ms
[2026-04-05 10:21:30.155] Queue: notifications-queue | Message ID: MSG-726999 | Status: RETRY | Size: 307 KB | Processing Time: 3274 ms
[2026-04-05 10:21:30.156] Queue: exports-queue | Message ID: MSG-218533 | Status: PENDING | Size: 187 KB | Processing Time: 3347 ms
[2026-04-05 10:21:30.156] Queue: reports-queue | Message ID: MSG-354548 | Status: FAILED | Size: 434 KB | Processing Time: 4464 ms
[2026-04-05 10:21:30.156] Queue: orders-queue | Message ID: MSG-992576 | Status: PENDING | Size: 26 KB | Processing Time: 4776 ms
[2026-04-05 10:21:30.156] Queue: orders-queue | Message ID: MSG-888775 | Status: PENDING | Size: 442 KB | Processing Time: 3658 ms
[2026-04-05 10:21:30.156] Queue: reports-queue | Message ID: MSG-184041 | Status: FAILED | Size: 401 KB | Processing Time: 1649 ms
[2026-04-05 10:21:30.156] Queue: exports-queue | Message ID: MSG-976371 | Status: PROCESSED | Size: 227 KB | Processing Time: 3986 ms
[2026-04-05 10:21:30.156] Queue: orders-queue | Message ID: MSG-426143 | Status: FAILED | Size: 96 KB | Processing Time: 3723 ms
[2026-04-05 10:21:30.156] Queue: notifications-queue | Message ID: MSG-739415 | Status: PENDING | Size: 485 KB | Processing Time: 958 ms
[2026-04-05 10:21:30.156] Queue: exports-queue | Message ID: MSG-325576 | Status: PROCESSED | Size: 1 KB | Processing Time: 3562 ms
[2026-04-05 10:21:30.156] Queue: orders-queue | Message ID: MSG-785993 | Status: PENDING | Size: 262 KB | Processing Time: 917 ms
[2026-04-05 10:21:30.156] Queue: notifications-queue | Message ID: MSG-880738 | Status: PROCESSED | Size: 457 KB | Processing Time: 30 ms
[2026-04-05 10:21:30.156] Queue: notifications-queue | Message ID: MSG-810281 | Status: PENDING | Size: 20 KB | Processing Time: 496 ms
[2026-04-05 10:21:30.168] Queue: notifications-queue | Message ID: MSG-942511 | Status: PROCESSED | Size: 137 KB | Processing Time: 1472 ms
[2026-04-05 10:21:30.168] Queue: orders-queue | Message ID: MSG-445521 | Status: PENDING | Size: 391 KB | Processing Time: 1019 ms
[2026-04-05 10:21:30.168] Queue: notifications-queue | Message ID: MSG-297704 | Status: PROCESSED | Size: 45 KB | Processing Time: 2366 ms
[2026-04-05 10:21:30.169] Queue: orders-queue | Message ID: MSG-632081 | Status: PROCESSED | Size: 137 KB | Processing Time: 962 ms
[2026-04-05 10:21:30.169] Queue: reports-queue | Message ID: MSG-713337 | Status: PENDING | Size: 15 KB | Processing Time: 1503 ms
[2026-04-05 10:21:30.169] Queue: reports-queue | Message ID: MSG-994388 | Status: PENDING | Size: 443 KB | Processing Time: 3474 ms
[2026-04-05 10:21:30.169] Queue: analytics-queue | Message ID: MSG-556094 | Status: FAILED | Size: 443 KB | Processing Time: 2799 ms
[2026-04-05 10:21:30.169] Queue: analytics-queue | Message ID: MSG-688214 | Status: RETRY | Size: 140 KB | Processing Time: 4375 ms
[2026-04-05 10:21:30.169] Queue: orders-queue | Message ID: MSG-799658 | Status: RETRY | Size: 277 KB | Processing Time: 2788 ms
[2026-04-05 10:21:30.169] Queue: exports-queue | Message ID: MSG-437690 | Status: PENDING | Size: 111 KB | Processing Time: 868 ms
[2026-04-05 10:21:30.169] Queue: orders-queue | Message ID: MSG-243023 | Status: PENDING | Size: 221 KB | Processing Time: 3576 ms
[2026-04-05 10:21:30.169] Queue: exports-queue | Message ID: MSG-493475 | Status: RETRY | Size: 158 KB | Processing Time: 2120 ms
[2026-04-05 10:21:30.169] Queue: exports-queue | Message ID: MSG-294146 | Status: RETRY | Size: 429 KB | Processing Time: 2097 ms
[2026-04-05 10:21:30.169] Queue: orders-queue | Message ID: MSG-776693 | Status: FAILED | Size: 391 KB | Processing Time: 122 ms
[2026-04-05 10:21:30.170] Queue: exports-queue | Message ID: MSG-755982 | Status: PROCESSED | Size: 116 KB | Processing Time: 2318 ms
[2026-04-05 10:21:30.170] Queue: exports-queue | Message ID: MSG-712992 | Status: FAILED | Size: 483 KB | Processing Time: 1205 ms
[2026-04-05 10:21:30.170] Queue: analytics-queue | Message ID: MSG-446486 | Status: PENDING | Size: 332 KB | Processing Time: 1699 ms
[2026-04-05 10:21:30.170] Queue: analytics-queue | Message ID: MSG-283976 | Status: FAILED | Size: 82 KB | Processing Time: 2871 ms
[2026-04-05 10:21:30.170] Queue: exports-queue | Message ID: MSG-376473 | Status: FAILED | Size: 56 KB | Processing Time: 1521 ms
[2026-04-05 10:21:30.170] Queue: analytics-queue | Message ID: MSG-777291 | Status: PENDING | Size: 463 KB | Processing Time: 3197 ms
[2026-04-05 10:21:30.170] Queue: notifications-queue | Message ID: MSG-117152 | Status: RETRY | Size: 186 KB | Processing Time: 2195 ms
[2026-04-05 10:21:30.170] Queue: analytics-queue | Message ID: MSG-283894 | Status: PROCESSED | Size: 464 KB | Processing Time: 349 ms
[2026-04-05 10:21:30.170] Queue: reports-queue | Message ID: MSG-965465 | Status: PENDING | Size: 493 KB | Processing Time: 1841 ms
[2026-04-05 10:21:30.170] Queue: reports-queue | Message ID: MSG-731895 | Status: PENDING | Size: 128 KB | Processing Time: 1599 ms
[2026-04-05 10:21:30.170] Queue: notifications-queue | Message ID: MSG-872224 | Status: PROCESSED | Size: 325 KB | Processing Time: 4487 ms
[2026-04-05 10:21:30.170] Queue: analytics-queue | Message ID: MSG-561043 | Status: PROCESSED | Size: 122 KB | Processing Time: 1729 ms
[2026-04-05 10:21:30.170] Queue: notifications-queue | Message ID: MSG-240989 | Status: PROCESSED | Size: 163 KB | Processing Time: 3497 ms
[2026-04-05 10:21:30.171] Queue: analytics-queue | Message ID: MSG-614572 | Status: RETRY | Size: 344 KB | Processing Time: 3761 ms
[2026-04-05 10:21:30.171] Queue: orders-queue | Message ID: MSG-903276 | Status: FAILED | Size: 326 KB | Processing Time: 3854 ms
[2026-04-05 10:21:30.171] Queue: analytics-queue | Message ID: MSG-851703 | Status: PENDING | Size: 189 KB | Processing Time: 3905 ms
[2026-04-05 10:21:30.171] Queue: notifications-queue | Message ID: MSG-394618 | Status: FAILED | Size: 478 KB | Processing Time: 1387 ms
[2026-04-05 10:21:30.171] Queue: analytics-queue | Message ID: MSG-128913 | Status: RETRY | Size: 285 KB | Processing Time: 4310 ms
[2026-04-05 10:21:30.171] Queue: reports-queue | Message ID: MSG-495669 | Status: RETRY | Size: 272 KB | Processing Time: 974 ms
[2026-04-05 10:21:30.171] Queue: reports-queue | Message ID: MSG-682746 | Status: RETRY | Size: 331 KB | Processing Time: 28 ms
[2026-04-05 10:21:30.171] Queue: analytics-queue | Message ID: MSG-234091 | Status: RETRY | Size: 299 KB | Processing Time: 4658 ms
[2026-04-05 10:21:30.171] Queue: analytics-queue | Message ID: MSG-478829 | Status: FAILED | Size: 455 KB | Processing Time: 4501 ms
[2026-04-05 10:21:30.171] Queue: orders-queue | Message ID: MSG-263806 | Status: FAILED | Size: 273 KB | Processing Time: 3191 ms
[2026-04-05 10:21:30.171] Queue: analytics-queue | Message ID: MSG-788253 | Status: PROCESSED | Size: 8 KB | Processing Time: 2991 ms
[2026-04-05 10:21:30.171] Queue: notifications-queue | Message ID: MSG-757119 | Status: PROCESSED | Size: 155 KB | Processing Time: 1623 ms
[2026-04-05 10:21:30.172] Queue: exports-queue | Message ID: MSG-903111 | Status: PROCESSED | Size: 444 KB | Processing Time: 4117 ms
[2026-04-05 10:21:30.172] Queue: analytics-queue | Message ID: MSG-176733 | Status: FAILED | Size: 47 KB | Processing Time: 4864 ms
[2026-04-05 10:21:30.184] Queue: exports-queue | Message ID: MSG-399494 | Status: PENDING | Size: 311 KB | Processing Time: 3382 ms
[2026-04-05 10:21:30.184] Queue: orders-queue | Message ID: MSG-957005 | Status: FAILED | Size: 40 KB | Processing Time: 2176 ms
[2026-04-05 10:21:30.184] Queue: analytics-queue | Message ID: MSG-352217 | Status: RETRY | Size: 189 KB | Processing Time: 4729 ms
[2026-04-05 10:21:30.184] Queue: analytics-queue | Message ID: MSG-992082 | Status: RETRY | Size: 104 KB | Processing Time: 1833 ms
[2026-04-05 10:21:30.184] Queue: analytics-queue | Message ID: MSG-823434 | Status: RETRY | Size: 473 KB | Processing Time: 1366 ms
[2026-04-05 10:21:30.185] Queue: reports-queue | Message ID: MSG-592800 | Status: PENDING | Size: 265 KB | Processing Time: 2787 ms
[2026-04-05 10:21:30.186] Queue: notifications-queue | Message ID: MSG-885945 | Status: RETRY | Size: 482 KB | Processing Time: 2401 ms
[2026-04-05 10:21:30.186] Queue: reports-queue | Message ID: MSG-106649 | Status: PENDING | Size: 234 KB | Processing Time: 1855 ms
[2026-04-05 10:21:30.186] Queue: reports-queue | Message ID: MSG-312701 | Status: RETRY | Size: 204 KB | Processing Time: 4660 ms
[2026-04-05 10:21:30.186] Queue: analytics-queue | Message ID: MSG-677950 | Status: FAILED | Size: 284 KB | Processing Time: 1616 ms
[2026-04-05 10:21:30.186] Queue: reports-queue | Message ID: MSG-673140 | Status: PROCESSED | Size: 412 KB | Processing Time: 3293 ms
[2026-04-05 10:21:30.186] Queue: notifications-queue | Message ID: MSG-916412 | Status: PENDING | Size: 361 KB | Processing Time: 366 ms
[2026-04-05 10:21:30.186] Queue: notifications-queue | Message ID: MSG-527529 | Status: FAILED | Size: 2 KB | Processing Time: 3887 ms
[2026-04-05 10:21:30.186] Queue: analytics-queue | Message ID: MSG-994775 | Status: PROCESSED | Size: 228 KB | Processing Time: 2859 ms
[2026-04-05 10:21:30.186] Queue: exports-queue | Message ID: MSG-162111 | Status: PENDING | Size: 172 KB | Processing Time: 1555 ms
[2026-04-05 10:21:30.186] Queue: reports-queue | Message ID: MSG-618677 | Status: PROCESSED | Size: 497 KB | Processing Time: 1858 ms
[2026-04-05 10:21:30.186] Queue: analytics-queue | Message ID: MSG-236958 | Status: PENDING | Size: 367 KB | Processing Time: 4137 ms
[2026-04-05 10:21:30.186] Queue: reports-queue | Message ID: MSG-171314 | Status: PROCESSED | Size: 195 KB | Processing Time: 525 ms
[2026-04-05 10:21:30.186] Queue: analytics-queue | Message ID: MSG-726012 | Status: FAILED | Size: 439 KB | Processing Time: 3475 ms
[2026-04-05 10:21:30.187] Queue: exports-queue | Message ID: MSG-628232 | Status: PROCESSED | Size: 378 KB | Processing Time: 1610 ms
[2026-04-05 10:21:30.187] Queue: exports-queue | Message ID: MSG-384050 | Status: PROCESSED | Size: 109 KB | Processing Time: 3960 ms
[2026-04-05 10:21:30.187] Queue: notifications-queue | Message ID: MSG-769357 | Status: FAILED | Size: 408 KB | Processing Time: 1994 ms
[2026-04-05 10:21:30.187] Queue: analytics-queue | Message ID: MSG-352806 | Status: PROCESSED | Size: 55 KB | Processing Time: 3663 ms
[2026-04-05 10:21:30.187] Queue: exports-queue | Message ID: MSG-301967 | Status: FAILED | Size: 193 KB | Processing Time: 1749 ms
[2026-04-05 10:21:30.187] Queue: reports-queue | Message ID: MSG-400662 | Status: PENDING | Size: 338 KB | Processing Time: 2378 ms
[2026-04-05 10:21:30.187] Queue: reports-queue | Message ID: MSG-658294 | Status: RETRY | Size: 140 KB | Processing Time: 108 ms
[2026-04-05 10:21:30.187] Queue: orders-queue | Message ID: MSG-911988 | Status: FAILED | Size: 497 KB | Processing Time: 3382 ms
[2026-04-05 10:21:30.187] Queue: reports-queue | Message ID: MSG-299742 | Status: RETRY | Size: 228 KB | Processing Time: 3450 ms
[2026-04-05 10:21:30.187] Queue: exports-queue | Message ID: MSG-221419 | Status: PENDING | Size: 183 KB | Processing Time: 473 ms
[2026-04-05 10:21:30.187] Queue: notifications-queue | Message ID: MSG-524046 | Status: RETRY | Size: 222 KB | Processing Time: 312 ms
[2026-04-05 10:21:30.187] Queue: exports-queue | Message ID: MSG-293921 | Status: PENDING | Size: 89 KB | Processing Time: 2183 ms
[2026-04-05 10:21:30.187] Queue: analytics-queue | Message ID: MSG-913997 | Status: PROCESSED | Size: 191 KB | Processing Time: 4909 ms
[2026-04-05 10:21:30.188] Queue: reports-queue | Message ID: MSG-886021 | Status: RETRY | Size: 294 KB | Processing Time: 298 ms
[2026-04-05 10:21:30.188] Queue: orders-queue | Message ID: MSG-608670 | Status: PENDING | Size: 328 KB | Processing Time: 1419 ms
[2026-04-05 10:21:30.188] Queue: notifications-queue | Message ID: MSG-736017 | Status: PENDING | Size: 169 KB | Processing Time: 3346 ms
[2026-04-05 10:21:30.188] Queue: reports-queue | Message ID: MSG-236872 | Status: RETRY | Size: 155 KB | Processing Time: 4489 ms
[2026-04-05 10:21:30.188] Queue: notifications-queue | Message ID: MSG-947899 | Status: RETRY | Size: 493 KB | Processing Time: 4883 ms
[2026-04-05 10:21:30.188] Queue: orders-queue | Message ID: MSG-841276 | Status: RETRY | Size: 11 KB | Processing Time: 4699 ms
[2026-04-05 10:21:30.188] Queue: analytics-queue | Message ID: MSG-718198 | Status: PROCESSED | Size: 128 KB | Processing Time: 651 ms
[2026-04-05 10:21:30.188] Queue: reports-queue | Message ID: MSG-992793 | Status: RETRY | Size: 390 KB | Processing Time: 4273 ms
[2026-04-05 10:21:30.199] Queue: reports-queue | Message ID: MSG-293189 | Status: PENDING | Size: 190 KB | Processing Time: 2959 ms
[2026-04-05 10:21:30.200] Queue: reports-queue | Message ID: MSG-932448 | Status: FAILED | Size: 36 KB | Processing Time: 3348 ms
[2026-04-05 10:21:30.200] Queue: exports-queue | Message ID: MSG-591515 | Status: PENDING | Size: 341 KB | Processing Time: 1920 ms
[2026-04-05 10:21:30.200] Queue: reports-queue | Message ID: MSG-266845 | Status: FAILED | Size: 343 KB | Processing Time: 712 ms
[2026-04-05 10:21:30.200] Queue: reports-queue | Message ID: MSG-957719 | Status: FAILED | Size: 259 KB | Processing Time: 4443 ms
[2026-04-05 10:21:30.200] Queue: reports-queue | Message ID: MSG-925574 | Status: RETRY | Size: 301 KB | Processing Time: 4447 ms
[2026-04-05 10:21:30.200] Queue: analytics-queue | Message ID: MSG-328325 | Status: PROCESSED | Size: 67 KB | Processing Time: 2557 ms
[2026-04-05 10:21:30.200] Queue: notifications-queue | Message ID: MSG-119629 | Status: PROCESSED | Size: 21 KB | Processing Time: 3720 ms
[2026-04-05 10:21:30.200] Queue: reports-queue | Message ID: MSG-984642 | Status: FAILED | Size: 183 KB | Processing Time: 2625 ms
[2026-04-05 10:21:30.200] Queue: exports-queue | Message ID: MSG-234928 | Status: PROCESSED | Size: 5 KB | Processing Time: 3859 ms
[2026-04-05 10:21:30.200] Queue: notifications-queue | Message ID: MSG-762430 | Status: FAILED | Size: 308 KB | Processing Time: 3884 ms
[2026-04-05 10:21:30.200] Queue: exports-queue | Message ID: MSG-253336 | Status: RETRY | Size: 158 KB | Processing Time: 2181 ms
[2026-04-05 10:21:30.200] Queue: notifications-queue | Message ID: MSG-358766 | Status: PENDING | Size: 167 KB | Processing Time: 1685 ms
[2026-04-05 10:21:30.201] Queue: analytics-queue | Message ID: MSG-635716 | Status: FAILED | Size: 437 KB | Processing Time: 4408 ms
[2026-04-05 10:21:30.201] Queue: orders-queue | Message ID: MSG-628677 | Status: RETRY | Size: 153 KB | Processing Time: 1098 ms
[2026-04-05 10:21:30.201] Queue: orders-queue | Message ID: MSG-513892 | Status: PENDING | Size: 113 KB | Processing Time: 3738 ms
[2026-04-05 10:21:30.201] Queue: exports-queue | Message ID: MSG-201483 | Status: PENDING | Size: 97 KB | Processing Time: 3127 ms
[2026-04-05 10:21:30.201] Queue: notifications-queue | Message ID: MSG-872083 | Status: PROCESSED | Size: 323 KB | Processing Time: 3810 ms
[2026-04-05 10:21:30.201] Queue: exports-queue | Message ID: MSG-913310 | Status: RETRY | Size: 285 KB | Processing Time: 4553 ms
[2026-04-05 10:21:30.201] Queue: orders-queue | Message ID: MSG-847777 | Status: PENDING | Size: 455 KB | Processing Time: 1237 ms
[2026-04-05 10:21:30.201] Queue: notifications-queue | Message ID: MSG-566373 | Status: FAILED | Size: 370 KB | Processing Time: 2334 ms
[2026-04-05 10:21:30.201] Queue: reports-queue | Message ID: MSG-774499 | Status: PENDING | Size: 476 KB | Processing Time: 1776 ms
[2026-04-05 10:21:30.202] Queue: notifications-queue | Message ID: MSG-157121 | Status: PENDING | Size: 301 KB | Processing Time: 3423 ms
